RK,Symbol,Date,N1_Prev_Close,N1_Open_Price,N1_High_Price,N1_Low_Price,N1_Last_Price,N1_Close_Price,N1_Average_Price,N1_Total_Traded_Quantity,N1_Turnover,N1_No_of_Trades,N1_Deliverable_Qty,N1_Dly_Qt_to_Traded_Qty,N2_Prev_Close,N2_Open_Price,N2_High_Price,N2_Low_Price,N2_Last_Price,N2_Close_Price,N2_Average_Price,N2_Total_Traded_Quantity,N2_Turnover,N2_No_of_Trades,N2_Deliverable_Qty,N2_Dly_Qt_to_Traded_Qty,N3_Prev_Close,N3_Open_Price,N3_High_Price,N3_Low_Price,N3_Last_Price,N3_Close_Price,N3_Average_Price,N3_Total_Traded_Quantity,N3_Turnover,N3_No_of_Trades,N3_Deliverable_Qty,N3_Dly_Qt_to_Traded_Qty,N4_Prev_Close,N4_Open_Price,N4_High_Price,N4_Low_Price,N4_Last_Price,N4_Close_Price,N4_Average_Price,N4_Total_Traded_Quantity,N4_Turnover,N4_No_of_Trades,N4_Deliverable_Qty,N4_Dly_Qt_to_Traded_Qty,N5_Prev_Close,N5_Open_Price,N5_High_Price,N5_Low_Price,N5_Last_Price,N5_Close_Price,N5_Average_Price,N5_Total_Traded_Quantity,N5_Turnover,N5_No_of_Trades,N5_Deliverable_Qty,N5_Dly_Qt_to_Traded_Qty,Max_N1toN5,Min_N1toN5,Max_Next_N1toN5,Min_Next_N1toN5,Next_N5_Close_Price,drv_diff%_nextweeklymax_minus_n5close,drv_diff%_Min_N1toN5_Min_NextN1toN5,drv_diff%_Max_N1toN5_Max_NextN1toN5,target_5percent_weekly_from_N5close,target_10percent_weekly_from_N5close,drv_Date_as_Interger,drv_diff%_N1_Prev_Close_N1_Open,drv_diff%_N1_Prev_Close_N1_High,drv_diff%_N1_Prev_Close_N1_Low,drv_diff%_N1_Prev_Close_N1_Last,drv_diff%_N1_Prev_Close_N1_Close,drv_diff%_N1_Prev_Close_N1_Avg,drv_diff%_N1_N2_Total_Traded_Quantity,drv_diff%_N1_N2_Turnover,drv_diff%_N1_N2_No_of_Trades,drv_diff%_N2_Prev_Close_N2_Open,drv_diff%_N2_Prev_Close_N2_High,drv_diff%_N2_Prev_Close_N2_Low,drv_diff%_N2_Prev_Close_N2_Last,drv_diff%_N2_Prev_Close_N2_Close,drv_diff%_N2_Prev_Close_N2Avg,drv_diff%_N2_N3_Total_Traded_Quantity,drv_diff%_N2_N3_Turnover,drv_diff%_N2_N3_No_of_Trades,drv_diff%_N3_Prev_Close_N3_Open,drv_diff%_N3_Prev_Close_N3_High,drv_diff%_N3_Prev_Close_N3_Low,drv_diff%_N3_Prev_Close_N3_Last,drv_diff%_N3_Prev_Close_N3_Close,drv_diff%_N3_Prev_Close_N3_Avg,drv_diff%_N3_N4_Total_Traded_Quantity,drv_diff%_N3_N4_Turnover,drv_diff%_N3_N4_No_of_Trades,drv_diff%_N4_Prev_Close_N4_Open,drv_diff%_N4_Prev_Close_N4_High,drv_diff%_N4_Prev_Close_N4_Low,drv_diff%_N4_Prev_Close_N4_Last,drv_diff%_N4_Prev_Close_N4_Close,drv_diff%_N4_Prev_Close_N4_Avg,drv_diff%_N4_N5_Total_Traded_Quantity,drv_diff%_N4_N5_Turnover,drv_diff%_N4_N5_No_of_Trades,drv_diff%_N5_Prev_Close_N5_Open,drv_diff%_N5_Prev_Close_N5_High,drv_diff%_N5_Prev_Close_N5_Low,drv_diff%_N5_Prev_Close_N5_Last,drv_diff%_N5_Prev_Close_N5_Close,drv_diff%_N5_Prev_Close_N5_Avg,drv_diff%_N1_N2_Deliverable_Qty,drv_diff%_N2_N3_Deliverable_Qty,drv_diff%_N3_N4_Deliverable_Qty,drv_diff%_N4_N5_Deliverable_Qty,drv_diff%_N1_N2_Dly_Qt_to_Traded_Qty,drv_diff%_N2_N3_Dly_Qt_to_Traded_Qty,drv_diff%_N3_N4_Dly_Qt_to_Traded_Qty,drv_diff%_N4_N5_Dly_Qt_to_Traded_Qty,drv_diff%_N1_N2_Prev_Close,drv_diff%_N1_N3_Prev_Close,drv_diff%_N1_N4_Prev_Close,drv_diff%_N1_N5_Prev_Close,drv_diff%_N1_N2_Open_Price,drv_diff%_N1_N3_Open_Price,drv_diff%_N1_N4_Open_Price,drv_diff%_N1_N5_Open_Price,drv_diff%_N1_N2_High_Price,drv_diff%_N1_N3_High_Price,drv_diff%_N1_N4_High_Price,drv_diff%_N1_N5_High_Price,drv_diff%_N1_N2_Low_Price,drv_diff%_N1_N3_Low_Price,drv_diff%_N1_N4_Low_Price,drv_diff%_N1_N5_Low_Price,drv_diff%_N1_N2_Last_Price,drv_diff%_N1_N3_Last_Price,drv_diff%_N1_N4_Last_Price,drv_diff%_N1_N5_Last_Price,drv_diff%_N1_N2_Close_Price,drv_diff%_N1_N3_Close_Price,drv_diff%_N1_N4_Close_Price,drv_diff%_N1_N5_Close_Price,drv_diff%_N1_N2_Average_Price,drv_diff%_N1_N3_Average_Price,drv_diff%_N1_N4_Average_Price,drv_diff%_N1_N5_Average_Price,drv_diff%_N1_N2_Total_Traded_Quantity_1,drv_diff%_N1_N3_Total_Traded_Quantity,drv_diff%_N1_N4_Total_Traded_Quantity,drv_diff%_N1_N5_Total_Traded_Quantity,drv_diff%_N1_N2_Turnover_1,drv_diff%_N1_N3_Turnover,drv_diff%_N1_N4_Turnover,drv_diff%_N1_N5_Turnover,drv_diff%_N1_N2_No_of_Trades_1,drv_diff%_N1_N3_No_of_Trades,drv_diff%_N1_N4_No_of_Trades,drv_diff%_N1_N5_No_of_Trades,drv_diff%_N1_N2_Deliverable_Qty_1,drv_diff%_N1_N3_Deliverable_Qty,drv_diff%_N1_N4_Deliverable_Qty,drv_diff%_N1_N5_Deliverable_Qty,drv_diff%_N1_N2_Dly_Qt_to_Traded_Qty_1,drv_diff%_N1_N3_Dly_Qt_to_Traded_Qty,drv_diff%_N1_N4_Dly_Qt_to_Traded_Qty,drv_diff%_N1_N5_Dly_Qt_to_Traded_Qty,drv_diff%_N1_N2_Close_Price_1,drv_diff%_N2_N3_Close_Price,drv_diff%_N3_N4_Close_Price,drv_diff%_N4_N5_Close_Price,drv_Gain,drv_Loss,drv_Avg_Gain,drv_Avg_Loss,RS,RSI,SO
4,BIOCON,22-01-2020,294.65,295.55,297,290.1,292.5,292.65,294.48,2043331,601727444.9,22214,594125,29.08,292.65,294,296.8,291.25,294.3,294.3,294.7,2503937,737922039.1,26291,559694,22.35,294.3,288,296.3,282.45,294,294.35,290.77,8973074,2609140981,81447,1966911,21.92,294.35,289,297.9,286,290,290.1,293.2,4281963,1255454656,46485,820353,19.16,290.1,290.1,292.5,286.25,288.5,288.6,288.98,2283893,659994374.6,28330,815292,35.7,297.9,282.45,307,284.35,298.5,0.06,-0.01,-0.03,1,0,20200122,0,-0.01,0.02,0.01,0.01,0,-0.23,-0.23,-0.18,0,-0.01,0,-0.01,-0.01,-0.01,-2.58,-2.54,-2.1,0.02,-0.01,0.04,0,0,0.01,0.52,0.52,0.43,0.02,-0.01,0.03,0.01,0.01,0,0.47,0.47,0.39,0,-0.01,0.01,0.01,0.01,0,0.06,-2.51,0.58,0.01,0.23,0.02,0.13,-0.86,0.01,0,0,0.02,0.01,0.03,0.02,0.02,0,0,0,0.02,0,0.03,0.01,0.01,-0.01,-0.01,0.01,0.01,-0.01,-0.01,0.01,0.01,0,0.01,0,0.02,-0.23,-3.39,-1.1,-0.12,-0.23,-3.34,-1.09,-0.1,-0.18,-2.67,-1.09,-0.28,0.06,-2.31,-0.38,-0.37,0.23,0.25,0.34,-0.23,0.0056,0.0002,-0.0144,-0.0052,0.0002,-0.0296,4.00E-05,-0.00592,0.01,0.99,39.81
5,BIOCON,29-01-2020,288.6,289.05,303.9,289,296.85,297.45,299.3,7779268,2328370238,91524,1846706,23.74,297.45,296.85,299.8,293,294.5,295.35,296.55,3150843,934396070.9,50526,1095927,34.78,295.35,295.5,298.7,290.6,293.75,294.35,295.25,1949668,575646147.7,28114,602692,30.91,294.35,293.6,297.3,284.35,289.5,287.25,289.98,1783506,517188989.4,16745,529032,29.66,287.25,288,307,288,299.65,298.5,299.8,6391361,1916154054,67084,1620968,25.36,307,284.35,316.8,279,309.75,0.06,0.02,-0.03,1,0,20200129,0,-0.05,0,-0.03,-0.03,-0.04,0.59,0.6,0.45,0,-0.01,0.01,0.01,0.01,0,0.38,0.38,0.44,0,-0.01,0.02,0.01,0,0,0.09,0.1,0.4,0,-0.01,0.03,0.02,0.02,0.01,-2.58,-2.7,-3.01,0,-0.07,0,-0.04,-0.04,-0.04,0.41,0.45,0.12,-2.06,-0.47,0.11,0.04,0.14,-0.03,-0.02,-0.02,0,-0.03,-0.02,-0.02,0,0.01,0.02,0.02,-0.01,-0.01,-0.01,0.02,0,0.01,0.01,0.02,-0.01,0.01,0.01,0.03,0,0.01,0.01,0.03,0,0.59,0.75,0.77,0.18,0.6,0.75,0.78,0.18,0.45,0.69,0.82,0.27,0.41,0.67,0.71,0.12,-0.47,-0.3,-0.25,-0.07,-0.0071,-0.0034,-0.0241,0.0392,0.0492,-0.0275,0.00984,-0.0055,1.79,64.16,62.47
6,BIOCON,04-02-2020,298.5,300.35,301.5,279,291,290.1,286.46,12882529,3690268093,133184,3240277,25.15,290.1,291.5,298.35,288.1,296.4,295.25,295.68,5284304,1562437021,50646,2023092,38.28,295.25,295.5,301,293.85,294,295.55,297.28,2786408,828352835.6,34049,625814,22.46,295.55,295.45,311.5,294,311.2,308.9,304.17,4270700,1299038425,38589,965506,22.61,308.9,311.95,316.8,307.7,308,309.75,311.6,5937650,1850190893,54822,1155596,19.46,316.8,279,NULL,NULL,NULL,0,0,0,0,0,20200204,-0.01,-0.01,0.07,0.03,0.03,0.04,0.59,0.58,0.62,0,-0.03,0.01,-0.02,-0.02,-0.02,0.47,0.47,0.33,0,-0.02,0,0,0,-0.01,-0.53,-0.57,-0.13,0,-0.05,0.01,-0.05,-0.05,-0.03,-0.39,-0.42,-0.42,-0.01,-0.03,0,0,0,-0.01,0.38,0.69,-0.54,-0.2,-0.52,0.41,-0.01,0.14,0.03,0.01,0.01,-0.03,0.03,0.02,0.02,-0.04,0.01,0,-0.03,-0.05,-0.03,-0.05,-0.05,-0.1,-0.02,-0.01,-0.07,-0.06,-0.02,-0.02,-0.06,-0.07,-0.03,-0.04,-0.06,-0.09,0.59,0.78,0.67,0.54,0.58,0.78,0.65,0.5,0.62,0.74,0.71,0.59,0.38,0.81,0.7,0.64,-0.52,0.11,0.1,0.23,0.0178,0.001,0.0452,0.0028,0.049,-0.02,0.0098,-0.004,2.45,71.01,81.35
1,BOSCHLTD,01-01-2020,15374.6,15399.65,15539.7,15250,15264,15284.8,15387.91,10221,157279854.3,3184,2178,21.31,15284.8,15320.95,15450,15200,15433,15411.85,15334.39,12982,199070995.1,3988,4379,33.73,15411.85,15385,15463.9,15130,15161.1,15172.9,15251.9,12150,185310565.7,3928,4317,35.53,15172.9,15149.95,15170,14760.1,14782.25,14818.8,14894.96,10161,151347685.3,3494,3708,36.49,14818.8,14850.05,14999.95,14697.8,14890,14828,14858.49,12015,178524732.4,4027,3291,27.39,15539.7,14697.8,15199,14505.7,15133.3,0.02,0.01,0.02,0,0,20200101,0,-0.01,0.01,0.01,0.01,0,-0.27,-0.27,-0.25,0,-0.01,0.01,-0.01,-0.01,0,0.06,0.07,0.02,0,0,0.02,0.02,0.02,0.01,0.16,0.18,0.11,0,0,0.03,0.03,0.02,0.02,-0.18,-0.18,-0.15,0,-0.01,0.01,0,0,0,-1.01,0.01,0.14,0.11,-0.58,-0.05,-0.03,0.25,0.01,0,0.01,0.04,0.01,0,0.02,0.04,0.01,0,0.02,0.03,0,0.01,0.03,0.04,-0.01,0.01,0.03,0.02,-0.01,0.01,0.03,0.03,0,0.01,0.03,0.03,-0.27,-0.19,0.01,-0.18,-0.27,-0.18,0.04,-0.14,-0.25,-0.23,-0.1,-0.26,-1.01,-0.98,-0.7,-0.51,-0.58,-0.67,-0.71,-0.29,0.0083,-0.0155,-0.0233,0.0006,0.0006,-0.0488,0.00012,-0.00976,0.01,0.99,15.47
2,BOSCHLTD,08-01-2020,14828,14742,14745.2,14505.7,14530,14527.4,14593.7,10878,158750269.2,3921,2875,26.43,14527.4,14710,14935,14610,14880.2,14879.9,14779.03,10637,157204538.9,4323,3762,35.37,14879.9,14881,15084.5,14733.5,14870,14857.1,14903.49,12854,191569405.8,3933,3642,28.33,14857.1,14925,14940,14752.55,14782,14791.3,14832.37,6553,97196524,2438,2276,34.73,14791.3,14834,15199,14743.55,15159.9,15133.3,15059.71,16359,246361821.4,5743,5027,30.73,15199,14505.7,15550,14802,14935.5,0.03,-0.02,-0.02,0,0,20200108,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.01,-0.1,-0.01,-0.03,-0.01,-0.02,-0.02,-0.02,-0.21,-0.22,0.09,0,-0.01,0.01,0,0,0,0.49,0.49,0.38,0,-0.01,0.01,0.01,0,0,-1.5,-1.53,-1.36,0,-0.03,0,-0.02,-0.02,-0.02,-0.31,0.03,0.38,-1.21,-0.34,0.2,-0.23,0.12,0.02,0,0,0,0,-0.01,-0.01,-0.01,-0.01,-0.02,-0.01,-0.03,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.04,-0.02,-0.02,-0.02,-0.04,-0.01,-0.02,-0.02,-0.03,0.02,-0.18,0.4,-0.5,0.01,-0.21,0.39,-0.55,-0.1,0,0.38,-0.46,-0.31,-0.27,0.21,-0.75,-0.34,-0.07,-0.31,-0.16,0.0243,-0.0015,-0.0044,0.0231,0.0231,-0.0259,0.00462,-0.00518,0.89,47.09,90.52
3,BOSCHLTD,15-01-2020,15133.3,15130.15,15250,14802,14950,14959.65,14918.95,12863,191902474.7,4937,4369,33.97,14959.65,15040,15079.1,14802,14851.2,14825.25,14917.01,14103,210374615.3,4478,7166,50.81,14825.25,14915,15449.95,14858.7,15400,15387.15,15280.59,33609,513565409.6,8590,10564,31.43,15387.15,15480,15550,14920,14999.95,14970.35,15193.23,17559,266777946,5758,5207,29.65,14970.35,14929.95,15130,14890,14926.1,14935.5,15009.74,14888,223464980.9,4248,4411,29.63,15550,14802,15241.95,14601,14689.55,0.02,0.01,0.02,0,0,20200115,0,-0.01,0.02,0.01,0.01,0.01,-0.1,-0.1,0.09,-0.01,-0.01,0.01,0.01,0.01,0,-1.38,-1.44,-0.92,-0.01,-0.04,0,-0.04,-0.04,-0.03,0.48,0.48,0.33,-0.01,-0.01,0.03,0.03,0.03,0.01,0.15,0.16,0.26,0,-0.01,0.01,0,0,0,-0.64,-0.47,0.51,0.15,-0.5,0.38,0.06,0,0.01,0.02,-0.02,0.01,0.01,0.01,-0.02,0.01,0.01,-0.01,-0.02,0.01,0,0,-0.01,-0.01,0.01,-0.03,0,0,0.01,-0.03,0,0,0,-0.02,-0.02,-0.01,-0.1,-1.61,-0.37,-0.16,-0.1,-1.68,-0.39,-0.16,0.09,-0.74,-0.17,0.14,-0.64,-1.42,-0.19,-0.01,-0.5,0.07,0.13,0.13,-0.009,0.0379,-0.0271,-0.0023,0.0479,-0.0294,0.00958,-0.00588,1.63,61.98,17.85
4,BOSCHLTD,22-01-2020,14935.5,14979.95,15087.85,14601,14650,14662.55,14777.81,15276,225745861.2,4626,4641,30.38,14662.55,14709,15200,14652,14960,14973.75,14927.97,21615,322668122.4,5800,6186,28.62,14973.75,15049.9,15241.95,14926.7,15011,15022.45,15097.07,10465,157990813.4,3773,3358,32.09,15022.45,14939.9,15098.65,14840,14870,14881.85,14963.94,6658,99629912.7,2877,1911,28.7,14881.85,14893,15050,14650.15,14682.1,14689.55,14820.48,19596,290422046.9,5445,11464,58.5,15241.95,14601,14886.95,13502.8,13619.5,0.01,0.08,0.02,0,0,20200122,0,-0.01,0.02,0.02,0.02,0.01,-0.41,-0.43,-0.25,0,-0.04,0,-0.02,-0.02,-0.02,0.52,0.51,0.35,-0.01,-0.02,0,0,0,-0.01,0.36,0.37,0.24,0.01,-0.01,0.01,0.01,0.01,0,-1.94,-1.92,-0.89,0,-0.01,0.02,0.01,0.01,0,-0.33,0.46,0.43,-5,0.06,-0.12,0.11,-1.04,0.02,0,-0.01,0,0.02,0,0,0.01,-0.01,-0.01,0,0,0,-0.02,-0.02,0,-0.02,-0.02,-0.02,0,-0.02,-0.02,-0.01,0,-0.01,-0.02,-0.01,0,-0.41,0.31,0.56,-0.28,-0.43,0.3,0.56,-0.29,-0.25,0.18,0.38,-0.18,-0.33,0.28,0.59,-1.47,0.06,-0.06,0.06,-0.93,0.0212,0.0033,-0.0094,-0.0129,0.0033,-0.0423,0.00066,-0.00846,0.08,7.41,13.82
5,BOSCHLTD,29-01-2020,14689.55,14690,14886.95,14665.45,14707.2,14737.55,14775.74,14115,208559615.6,4942,4585,32.48,14737.55,14667,14700,14155,14205,14239.95,14331.1,29296,419843938.5,9095,9856,33.64,14239.95,14349.9,14350,13840,13875,13885.7,14045.51,24677,346601064.3,8079,8039,32.58,13885.7,13875,14300,13565.75,13625,13630.65,13942.74,16334,227740795.7,5898,4966,30.4,13630.65,13600,13896.95,13502.8,13613.95,13619.5,13705.17,13218,181154918.3,4729,3901,29.51,14886.95,13502.8,14440,13555,14082.65,0.06,0,0.03,1,0,20200129,0,-0.01,0,0,0,-0.01,-1.08,-1.01,-0.84,0,0,0.04,0.04,0.03,0.03,0.16,0.17,0.11,-0.01,-0.01,0.03,0.03,0.02,0.01,0.34,0.34,0.27,0,-0.03,0.02,0.02,0.02,0,0.19,0.2,0.2,0,-0.02,0.01,0,0,-0.01,-1.15,0.18,0.38,0.21,-0.04,0.03,0.07,0.03,0,0.03,0.05,0.07,0,0.02,0.06,0.07,0.01,0.04,0.04,0.07,0.03,0.06,0.07,0.08,0.03,0.06,0.07,0.07,0.03,0.06,0.08,0.08,0.03,0.05,0.06,0.07,-1.08,-0.75,-0.16,0.06,-1.01,-0.66,-0.09,0.13,-0.84,-0.63,-0.19,0.04,-1.15,-0.75,-0.08,0.15,-0.04,0,0.06,0.09,-0.0338,-0.0249,-0.0184,-0.0008,0.03,-0.0441,0.006,-0.00882,0.68,40.48,8.43
6,BOSCHLTD,04-02-2020,13619.5,13720,14100,13651,14000,14013.25,13886.37,16428,228125272.2,5789,5139,31.28,14013.25,14125,14440,13555,13790,13793.7,13957.96,73277,1022797703,20708,9325,12.73,13793.7,13879,14198.8,13822.5,14111.15,14111.15,14056.95,21721,305331029.3,7559,6663,30.68,14111.15,14199.25,14250,13912.65,14205.05,14194.05,14090.76,20872,294102239.3,7059,6345,30.4,14194.05,14194.05,14214.7,13975,14110,14082.65,14075.71,8908,125386465.6,2801,2368,26.58,14440,13555,NULL,NULL,NULL,0,0,0,0,0,20200204,-0.01,-0.04,0,-0.03,-0.03,-0.02,-3.46,-3.48,-2.58,-0.01,-0.03,0.03,0.02,0.02,0,0.7,0.7,0.63,-0.01,-0.03,0,-0.02,-0.02,-0.02,0.04,0.04,0.07,-0.01,-0.01,0.01,-0.01,-0.01,0,0.57,0.57,0.6,0,0,0.02,0.01,0.01,0.01,-0.81,0.29,0.05,0.63,0.59,-1.41,0.01,0.13,-0.03,-0.01,-0.04,-0.04,-0.03,-0.01,-0.03,-0.03,-0.02,-0.01,-0.01,-0.01,0.01,-0.01,-0.02,-0.02,0.01,-0.01,-0.01,-0.01,0.02,-0.01,-0.01,0,-0.01,-0.01,-0.01,-0.01,-3.46,-0.32,-0.27,0.46,-3.48,-0.34,-0.29,0.45,-2.58,-0.31,-0.22,0.52,-0.81,-0.3,-0.23,0.54,0.59,0.02,0.03,0.15,-0.0157,0.023,0.0059,-0.0078,0.0489,-0.0078,0.00978,-0.00156,6.27,86.24,59.62
1,BPCL,01-01-2020,491.55,492,493.9,488.5,491.2,491.65,491.53,2383296,1171458380,27812,305674,12.83,491.65,491.2,491.7,486.45,486.85,487.55,488.33,3212483,1568741162,37044,932646,29.03,487.55,483.9,486.75,472.85,482.5,483.5,481.4,11327770,5453222691,115581,3142382,27.74,483.5,475,480,465.15,467.9,469.15,471.45,7666317,3614313155,87316,1545870,20.16,469.15,467.9,474.75,459.85,462.05,461,466.44,11727294,5470099779,102152,1740580,14.84,493.9,459.85,478.75,448.55,473.35,0.04,0.02,0.03,0,0,20200101,0,0,0.01,0,0,0,-0.35,-0.34,-0.33,0,0,0.01,0.01,0.01,0.01,-2.53,-2.48,-2.12,0.01,0,0.03,0.01,0.01,0.01,0.32,0.34,0.24,0.02,0.01,0.04,0.03,0.03,0.02,-0.53,-0.51,-0.17,0,-0.01,0.02,0.02,0.02,0.01,-2.05,-2.37,0.51,-0.13,-1.26,0.04,0.27,0.26,0,0.01,0.02,0.05,0,0.02,0.03,0.05,0,0.01,0.03,0.04,0,0.03,0.05,0.06,0.01,0.02,0.05,0.06,0.01,0.02,0.05,0.06,0.01,0.02,0.04,0.05,-0.35,-3.75,-2.22,-3.92,-0.34,-3.66,-2.09,-3.67,-0.33,-3.16,-2.14,-2.67,-2.05,-9.28,-4.06,-4.69,-1.26,-1.16,-0.57,-0.16,-0.0083,-0.0083,-0.0297,-0.0174,0.01,-0.0554,0.002,-0.01108,0.18,15.25,3.38
2,BPCL,08-01-2020,461,450,464.4,448.55,461.85,459.9,454.3,12371538,5620431118,125543,3052989,24.68,459.9,472.15,474.4,465.45,469.45,470.55,469.71,6499656,3052963253,72429,1472897,22.66,470.55,473.8,474.7,466.4,468.95,470.25,470.47,4354249,2048558904,52559,1091719,25.07,470.25,471,476.25,469,470.6,470.75,472.45,3669419,1733608266,63579,1288011,35.1,470.75,473.9,478.75,472.1,473.2,473.35,475.1,3608358,1714315975,58729,859355,23.82,478.75,448.55,473.35,451.6,463.85,0,-0.01,0.01,0,0,20200108,0.02,-0.01,0.03,0,0,0.01,0.47,0.46,0.42,-0.03,-0.03,-0.01,-0.02,-0.02,-0.02,0.33,0.33,0.27,-0.01,-0.01,0.01,0,0,0,0.16,0.15,-0.21,0,-0.01,0,0,0,0,0.02,0.01,0.08,-0.01,-0.02,0,-0.01,-0.01,-0.01,0.52,0.26,-0.18,0.33,0.08,-0.11,-0.4,0.32,0,-0.02,-0.02,-0.02,-0.05,-0.05,-0.05,-0.05,-0.02,-0.02,-0.03,-0.03,-0.04,-0.04,-0.05,-0.05,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.04,-0.04,-0.05,0.47,0.65,0.7,0.71,0.46,0.64,0.69,0.69,0.42,0.58,0.49,0.53,0.52,0.64,0.58,0.72,0.08,-0.02,-0.42,0.03,0.0232,-0.0006,0.0011,0.0055,0.0066,-0.0206,0.00132,-0.00412,0.32,24.24,82.12
3,BPCL,15-01-2020,473.35,472.5,472.95,463.2,468,467.95,467.29,4978259,2326303773,73439,1914146,38.45,467.95,468,469.5,460.15,461.1,461.8,464.12,3185275,1478334739,36396,1062020,33.34,461.8,462,465.25,452,453.8,453.9,457.56,5566299,2546925006,72875,1801885,32.37,453.9,454.95,466.7,451.6,457.45,457.15,460.31,5840651,2688492669,66156,873187,14.95,457.15,457.6,466.5,455.05,463.5,463.85,461.24,4199420,1936924351,53623,893373,21.27,473.35,451.6,482.25,454.1,480.95,0.04,-0.01,-0.02,0,0,20200115,0,0,0.02,0.01,0.01,0.01,0.36,0.36,0.5,0,0,0.02,0.01,0.01,0.01,-0.75,-0.72,-1,0,-0.01,0.02,0.02,0.02,0.01,-0.05,-0.06,0.09,0,-0.03,0.01,-0.01,-0.01,-0.01,0.28,0.28,0.19,0,-0.02,0,-0.01,-0.01,-0.01,0.45,-0.7,0.52,-0.02,0.13,0.03,0.54,-0.42,0.01,0.02,0.04,0.03,0.01,0.02,0.04,0.03,0.01,0.02,0.01,0.01,0.01,0.02,0.03,0.02,0.01,0.03,0.02,0.01,0.01,0.03,0.02,0.01,0.01,0.02,0.01,0.01,0.36,-0.12,-0.17,0.16,0.36,-0.09,-0.16,0.17,0.5,0.01,0.1,0.27,0.45,0.06,0.54,0.53,0.13,0.16,0.61,0.45,-0.0131,-0.0171,0.0072,0.0147,0.0319,-0.0171,0.00638,-0.00342,1.87,65.16,56.32
4,BPCL,22-01-2020,463.85,465.2,466.45,454.1,456.9,455.45,459.47,3730432,1714010541,57996,992051,26.59,455.45,459.5,471.8,457,467.95,469,465.62,5565676,2591508346,63045,957728,17.21,469,469.25,473.2,464.7,466,466.1,469.4,3935630,1847385151,46520,842885,21.42,466.1,466.5,471.8,463,465,467.75,468.52,4414483,2068255646,40353,1303577,29.53,467.75,469.1,482.25,467.6,479.4,480.95,477.96,7608831,3636682426,99810,2270707,29.84,482.25,454.1,486.9,437.3,460.3,0.01,0.04,-0.01,0,0,20200122,0,-0.01,0.02,0.01,0.02,0.01,-0.49,-0.51,-0.09,-0.01,-0.04,0,-0.03,-0.03,-0.02,0.29,0.29,0.26,0,-0.01,0.01,0.01,0.01,0,-0.12,-0.12,0.13,0,-0.01,0.01,0,0,-0.01,-0.72,-0.76,-1.47,0,-0.03,0,-0.02,-0.03,-0.02,0.03,0.12,-0.55,-0.74,0.35,-0.24,-0.38,-0.01,0.02,-0.01,0,-0.01,0.01,-0.01,0,-0.01,-0.01,-0.01,-0.01,-0.03,-0.01,-0.02,-0.02,-0.03,-0.02,-0.02,-0.02,-0.05,-0.03,-0.02,-0.03,-0.06,-0.01,-0.02,-0.02,-0.04,-0.49,-0.06,-0.18,-1.04,-0.51,-0.08,-0.21,-1.12,-0.09,0.2,0.3,-0.72,0.03,0.15,-0.31,-1.29,0.35,0.19,-0.11,-0.12,0.0298,-0.0062,0.0035,0.0282,0.0317,-0.0362,6.34E-03,-0.00724,0.88,46.81,95.38
5,BPCL,29-01-2020,480.95,483.95,486.9,476.65,478.65,479.05,482.26,7132327,3439641890,78973,2178212,30.54,479.05,480.05,484.5,465.15,468.3,469.65,474.57,5445938,2584484296,61298,1745339,32.05,469.65,470,472.6,456.05,456.5,456.95,460.69,6946475,3200179616,85472,2777452,39.98,456.95,456.5,464.4,437.3,440.15,443.5,449.48,4577965,2057721935,58035,941935,20.58,443.5,446.25,463.5,442.45,462,460.3,457.07,9401450,4297123046,139973,4287119,45.6,486.9,437.3,510,460.3,485.45,0.1,-0.05,-0.05,1,1,20200129,-0.01,-0.01,0.01,0,0,0,0.24,0.25,0.22,0,-0.01,0.03,0.02,0.02,0.01,-0.28,-0.24,-0.39,0,-0.01,0.03,0.03,0.03,0.02,0.34,0.36,0.32,0,-0.02,0.04,0.04,0.03,0.02,-1.05,-1.09,-1.41,-0.01,-0.05,0,-0.04,-0.04,-0.03,0.2,-0.59,0.66,-3.55,-0.05,-0.25,0.49,-1.22,0,0.02,0.05,0.08,0.01,0.03,0.06,0.08,0,0.03,0.05,0.05,0.02,0.04,0.08,0.07,0.02,0.05,0.08,0.03,0.02,0.05,0.07,0.04,0.02,0.04,0.07,0.05,0.24,0.03,0.36,-0.32,0.25,0.07,0.4,-0.25,0.22,-0.08,0.27,-0.77,0.2,-0.28,0.57,-0.97,-0.05,-0.31,0.33,-0.49,-0.0196,-0.027,-0.0294,0.0379,0.0579,-0.0564,0.01158,-0.01128,1.03,50.74,46.37
